0.061137013	0.059295915	0.034349475	0.015168726	0.063030906	0.028303772	0.016632428	0.020565983	0.024171274	0.0033590482	0.046966553	0.030616432	0.058145106	0.015763327	0.033724356	0.066441074
0.05926236	0.053154442	0.029339077	0.024534838	0.060529206	0.038025744	0.026465788	0.020751901	0.03891417	0.020103471	0.039844804	0.04188242	0.056172978	0.02622412	0.04579073	0.06331956
0.03303341	0.036839418	0.020472523	0.032043144	0.034597203	0.055955946	0.035502695	0.021153327	0.051941644	0.020896547	0.03559369	0.063193336	0.03279882	0.011802913	0.06708872	0.036842782
0.028574942	0.03139716	0.01549007	0.0060085054	0.030278843	0.014767487	0.008863465	0.0018724854	0.012243305	0.0007563686	0.023136506	0.0154794725	0.028776504	0.009463635	0.01887127	0.032464657
0.060144853	0.057416108	0.03190204	0.0128426105	0.062014665	0.025407745	0.015319216	0.020565983	0.020887872	0.0031624604	0.044337444	0.023709765	0.056974147	0.014803735	0.02735484	0.06524186
0.03303341	0.03623803	0.020412186	0.03211061	0.034597203	0.056073755	0.035577442	0.021153327	0.052051	0.020896547	0.03566863	0.06332638	0.03279882	0.011802913	0.06722997	0.036842782
0.03315395	0.036839418	0.02059441	0.032043144	0.034723453	0.055955946	0.035502695	0.021153327	0.051941644	0.020896547	0.03559369	0.063193336	0.032918505	0.011802913	0.06708872	0.036977224
0.03315395	0.036366284	0.019820077	0.03211061	0.034723453	0.056073755	0.035577442	0.021153327	0.052051	0.020896547	0.03566863	0.06332638	0.032918505	0.011802913	0.06722997	0.036977224
0.060131326	0.052630875	0.029339077	0.024534838	0.06169857	0.03647989	0.026465788	0.020722859	0.03891417	0.020841261	0.039658908	0.040686347	0.055850793	0.02622412	0.044720422	0.064492345
0.029285772	0.032321885	0.01992046	0.0097565735	0.031238878	0.037087303	0.011889523	0.06689972	0.015934804	0.003493962	0.05764418	0.03082868	0.029883077	0.009883042	0.0351982	0.033146195
0.024469843	0.02470844	0.012801148	0.02956735	0.032110583	0.021293893	0.043090407	0.0	0.018855905	0.0049562203	0.017155537	0.02521374	0.028535675	0.023398368	0.025511496	0.03368196
0.05926236	0.053154442	0.029395517	0.024534838	0.060529206	0.03810315	0.026465788	0.021153327	0.03891417	0.020896547	0.039917365	0.041967675	0.056172978	0.026280548	0.045883935	0.06331956
0.060131326	0.052909415	0.029423684	0.024534838	0.06169857	0.036781717	0.026465788	0.021153327	0.03891417	0.020896547	0.03984288	0.04102298	0.055850793	0.026308713	0.045090433	0.064492345
0.058817558	0.052755482	0.02926587	0.024534838	0.060074892	0.03793808	0.026465788	0.021107	0.03891417	0.020850783	0.03955995	0.041785866	0.05575136	0.02622412	0.045685157	0.0628443
0.033986576	0.0383665	0.022262206	0.0320613	0.03595521	0.056069557	0.03582517	0.021153327	0.05249689	0.020896547	0.03620089	0.06402508	0.034012657	0.0123903295	0.067577325	0.03827382
0.032010805	0.033286784	0.021611687	0.022398174	0.033137217	0.02176768	0.023476917	0.0063106623	0.018947449	0.0030889558	0.032961283	0.025309928	0.030209566	0.011497509	0.0260903	0.034227416
0.05926236	0.053154442	0.029339077	0.024534838	0.060529206	0.038025744	0.026465788	0.021153327	0.03891417	0.020896547	0.039844804	0.04188242	0.056172978	0.02622412	0.04579073	0.06331956
0.05926236	0.053154442	0.029451817	0.024211485	0.060529206	0.03933682	0.026415713	0.021153327	0.03876801	0.020896547	0.039900556	0.04305386	0.056172978	0.026313512	0.047097962	0.06331956
0.061137013	0.059295915	0.034349475	0.013793279	0.063030906	0.025235033	0.015680438	0.020456724	0.022673106	0.0033590482	0.046966553	0.027802214	0.058145106	0.015763327	0.030269321	0.066441074
0.060907196	0.05907302	0.034220353	0.012907823	0.06279398	0.025272455	0.015397005	0.020565983	0.020993937	0.0031624604	0.046790004	0.023709765	0.057926543	0.015763327	0.027209185	0.066191316
0.032629732	0.03685531	0.019609626	0.031769652	0.03418099	0.055478357	0.035199676	0.021153327	0.05149832	0.020896547	0.03553595	0.06265397	0.032304075	0.011784329	0.066516116	0.03634394
0.060757227	0.05892756	0.03413609	0.015168726	0.06263936	0.028303772	0.016632428	0.020426499	0.024171274	0.0033590482	0.046674795	0.030616432	0.057783913	0.01509745	0.033724356	0.066028334
0.03315395	0.036366284	0.02059441	0.031838574	0.034723453	0.05559871	0.035276037	0.020722859	0.051610034	0.020103471	0.03553595	0.062789895	0.032918505	0.01176572	0.06666041	0.036977224
0.032629732	0.03623803	0.019820077	0.03211061	0.03418099	0.056073755	0.035577442	0.021153327	0.052051	0.020896547	0.03566863	0.06332638	0.032304075	0.011784329	0.06722997	0.036347758
0.05926236	0.053154442	0.029395517	0.024534838	0.060529206	0.038025744	0.026465788	0.021153327	0.03891417	0.020896547	0.039844804	0.04188242	0.056172978	0.026280548	0.04579073	0.06331956
0.03315395	0.036839418	0.02059441	0.03211061	0.034723453	0.056073755	0.035577442	0.021153327	0.052051	0.020896547	0.03566863	0.06332638	0.032918505	0.011802913	0.06722997	0.036977224
